ID_NUMBER,ACTIVITY_LOCATION,YRMONTH,VIO_FLAG,SNC_FLAG
ALD086547643,AL,198404,Y,N
ALD086547643,AL,198405,Y,N
ALD086547643,AL,198406,Y,N
ALD086547643,AL,198407,Y,N
ALD086547643,AL,198408,Y,N
ALD086547643,AL,198409,Y,N
ALD086547643,AL,198410,Y,N
ALD086547643,AL,198411,Y,N
ALD086547643,AL,198412,Y,N
ALD086547643,AL,198501,Y,N
ALD086547643,AL,198502,Y,N
ALD086547643,AL,198503,Y,N
ALD086547643,AL,198504,Y,N
ALD086547643,AL,198505,Y,N
ALD086547643,AL,198506,Y,N
ALD086547643,AL,198507,Y,N
ALD086547643,AL,198508,Y,N
ALD086547643,AL,198509,Y,N
ALD086547643,AL,198510,Y,N
ALD086547643,AL,198511,Y,N
ALD086547643,AL,198512,Y,N
ALD086547643,AL,198601,Y,N
ALD086547643,AL,198602,Y,N
ALD086547643,AL,198603,Y,N
ALD086547643,AL,198604,Y,N
ALD086547643,AL,198605,Y,N
ALD086547643,AL,198606,Y,N
ALD086547643,AL,198607,Y,N
ALD086547643,AL,198608,Y,N
ALD086547643,AL,198609,Y,N
ALD086547643,AL,198610,Y,N
ALD086547643,AL,198611,Y,N
ALD086547643,AL,198612,Y,N
ALD086547643,AL,198701,Y,N
ALD086547643,AL,198702,Y,N
ALD086547643,AL,198703,Y,N
ALD086547643,AL,198704,Y,N
ALD086547643,AL,198705,Y,N
ALD086547643,AL,198706,Y,N
ALD086547643,AL,198707,Y,N
ALD086547643,AL,198708,Y,N
ALD086547643,AL,198709,Y,N
ALD086547643,AL,198710,Y,N
ALD086547643,AL,198711,Y,N
ALD086547643,AL,198712,Y,N
ALD086547643,AL,198801,Y,N
ALD086547643,AL,198802,Y,N
ALD086547643,AL,198803,Y,N
ALD086547643,AL,198804,Y,N
ALD086547643,AL,198805,Y,N
ALD086547643,AL,198806,Y,N
ALD086547643,AL,198807,Y,N
ALD086547643,AL,198808,Y,N
ALD086547643,AL,198809,Y,N
ALD086547643,AL,198810,Y,N
ALD086547643,AL,198811,Y,N
ALD086547643,AL,198812,Y,N
ALD086547643,AL,199210,Y,N
ALD086547643,AL,199211,Y,N
ALD086547643,AL,199212,Y,N
ALD086547643,AL,199301,Y,N
ALD087638060,AL,199605,Y,N
ALD087638060,AL,199606,Y,N
ALD087638060,AL,199607,Y,N
ALD087638060,AL,199804,Y,N
ALD087638060,AL,199805,Y,N
ALD087638755,AL,199110,Y,N
ALD087638755,AL,199111,Y,N
ALD087638755,AL,199112,Y,N
ALD087638755,AL,199205,Y,N
ALD087638755,AL,199206,Y,N
ALD087638755,AL,199207,Y,N
ALD087638755,AL,199501,Y,N
ALD087638755,AL,199502,Y,N
ALD087638755,AL,199503,Y,N
ALD087638755,AL,199504,Y,N
ALD087638755,AL,199704,Y,N
ALD087638755,AL,200111,Y,N
ALD087638755,AL,200112,Y,N
ALD087638755,AL,200201,Y,N
ALD087638755,AL,200708,Y,N
ALD087638755,AL,200709,Y,N
ALD087638755,AL,200710,Y,N
ALD087638755,AL,200711,Y,N
ALD087638755,AL,200712,Y,N
ALD087638755,AL,200801,Y,N
ALD087638755,AL,200802,Y,N
ALD087638755,AL,200803,Y,N
ALD091403642,AL,200306,Y,N
ALD091403642,AL,200307,Y,N
ALD091403642,AL,200308,Y,N
ALD091412627,AL,199204,Y,N
ALD091412627,AL,199205,Y,N
ALD091412627,AL,199206,Y,N
ALD091412627,AL,199305,Y,N
ALD091412627,AL,199306,Y,N
ALD091412627,AL,199307,Y,N
ALD091416420,AL,199205,Y,N
ALD091416420,AL,199206,Y,N
ALD091416420,AL,199207,Y,N
ALD091416420,AL,199208,Y,N
ALD091416420,AL,199209,Y,N
ALD093177244,AL,199212,Y,N
ALD093177244,AL,199301,Y,N
ALD093177244,AL,199302,Y,N
ALD093177244,AL,199712,Y,N
ALD093177244,AL,199801,Y,N
ALD093177244,AL,200303,Y,N
ALD093177244,AL,200304,Y,N
ALD093178903,AL,198904,Y,N
ALD093178903,AL,198905,Y,N
ALD093178903,AL,198906,Y,N
ALD093178903,AL,198907,Y,N
ALD093178903,AL,198908,Y,N
ALD093179158,AL,198702,Y,N
ALD093179158,AL,198703,Y,N
ALD093179158,AL,198704,Y,N
ALD093179158,AL,199210,Y,N
ALD093179158,AL,199211,Y,N
ALD093179158,AL,199212,Y,N
ALD093179158,AL,199301,Y,N
ALD093179315,AL,198805,Y,N
ALD093179315,AL,198806,Y,N
ALD093179315,AL,198807,Y,N
ALD093179315,AL,198808,Y,N
ALD093179315,AL,198809,Y,N
ALD093179315,AL,198810,Y,N
ALD093179315,AL,198811,Y,N
ALD093179315,AL,198812,Y,N
ALD093179315,AL,198901,Y,N
ALD093179315,AL,198908,Y,N
ALD093179315,AL,198909,Y,N
ALD093179315,AL,198910,Y,N
ALD093179315,AL,198911,Y,N
ALD093179315,AL,198912,Y,N
ALD093179315,AL,199106,Y,Y
ALD093179315,AL,199107,Y,Y
ALD093179315,AL,199108,Y,Y
ALD093179315,AL,199109,Y,Y
ALD093179315,AL,199206,Y,Y
ALD093179315,AL,199207,Y,Y
ALD093179315,AL,199208,Y,Y
ALD093179315,AL,199209,Y,Y
ALD093179315,AL,199210,Y,Y
ALD093179315,AL,199211,Y,Y
ALD093179315,AL,199212,Y,Y
ALD093179315,AL,199301,Y,Y
ALD093179315,AL,199302,Y,Y
ALD093179315,AL,199303,Y,Y
ALD093179315,AL,199304,Y,Y
ALD093179315,AL,199305,Y,Y
ALD093179315,AL,199306,Y,Y
ALD093179315,AL,199307,Y,Y
ALD093179315,AL,199308,Y,Y
ALD093179315,AL,199309,Y,Y
ALD093179315,AL,199310,Y,Y
ALD093179315,AL,199311,Y,Y
ALD093179315,AL,199312,Y,Y
ALD093179315,AL,199401,Y,Y
ALD093179315,AL,199402,Y,N
ALD093179315,AL,199403,Y,N
ALD093179315,AL,199404,Y,N
ALD093179315,AL,199405,Y,N
ALD093179315,AL,199408,Y,Y
ALD093179315,AL,199409,Y,Y
ALD093179315,AL,199410,Y,Y
ALD093179315,AL,199411,Y,Y
ALD114301534,AL,199109,Y,N
ALD114301534,AL,199110,Y,N
ALD114301534,AL,199111,Y,N
ALD114301534,AL,199710,Y,N
ALD114301534,AL,199711,Y,N
ALD114304991,AL,199808,Y,N
ALD114304991,AL,199809,Y,N
ALD118036342,AL,198702,Y,N
ALD118036342,AL,198703,Y,N
ALD118036342,AL,198902,Y,N
ALD118036342,AL,198903,Y,N
ALD118036342,AL,198904,Y,N
ALD118036342,AL,198905,Y,N
ALD118036342,AL,198906,Y,N
ALD118036342,AL,198907,Y,N
ALD118036342,AL,198908,Y,N
ALD118036342,AL,198909,Y,N
ALD118036342,AL,198910,Y,N
ALD118036342,AL,198911,Y,N
ALD118040526,AL,199812,Y,N
ALD118045202,AL,199801,Y,N
ALD118045202,AL,199802,Y,N
ALD119728046,AL,198907,Y,N
ALD119728046,AL,198908,Y,N
ALD119728046,AL,198909,Y,N
ALD119728046,AL,198910,Y,N
ALD119728046,AL,198911,Y,N
ALD119728046,AL,198912,Y,N
ALD119728046,AL,199001,Y,N
ALD119728046,AL,199002,Y,N
ALD119728046,AL,199003,Y,N
ALD119728046,AL,199004,Y,N
ALD119728046,AL,200903,Y,N
ALD119728046,AL,200904,Y,N
ALD120888508,AL,199810,Y,N
ALD120898218,AL,199504,Y,N
ALD120898218,AL,199505,Y,N
ALD120898218,AL,199506,Y,N
ALD120898218,AL,199507,Y,N
ALD120898218,AL,199508,Y,N
ALD120898218,AL,199509,Y,N
ALD120898218,AL,199510,Y,N
ALD124150335,AL,199404,Y,N
ALD124150335,AL,199405,Y,N
ALD124150335,AL,199406,Y,N
ALD127434439,AL,198912,Y,N
ALD127434439,AL,199001,Y,N
ALD127434439,AL,199002,Y,N
ALD127434439,AL,199003,Y,N
ALD127434439,AL,199004,Y,N
ALD127434439,AL,199005,Y,N
ALD127434439,AL,199006,Y,N
ALD128158912,AL,199809,Y,N
ALD128158912,AL,199810,Y,N
ALD128411535,AL,200806,Y,N
ALD128411535,AL,200807,Y,N
ALD128411535,AL,200808,Y,N
ALD128737350,AL,198810,Y,N
ALD128737350,AL,198811,Y,N
ALD128737350,AL,198812,Y,N
ALD128737350,AL,198901,Y,N
ALD128737350,AL,199403,Y,N
ALD128737350,AL,199404,Y,N
ALD128737350,AL,200106,Y,N
ALD128737350,AL,200107,Y,N
ALD128737350,AL,200108,Y,N
ALD128763042,AL,199011,Y,N
ALD128763042,AL,199012,Y,N
ALD128763042,AL,199101,Y,N
ALD128763042,AL,199102,Y,N
ALD128763042,AL,199103,Y,N
ALD128763042,AL,199104,Y,N
ALD128763042,AL,199105,Y,N
ALD128763042,AL,199106,Y,N
ALD128763042,AL,199107,Y,N
ALD128763042,AL,200407,Y,N
ALD128763042,AL,200408,Y,N
ALD128763042,AL,200409,Y,N
ALD130360944,AL,198908,Y,N
ALD130360944,AL,198909,Y,N
ALD130360944,AL,198910,Y,N
ALD130360944,AL,199005,Y,N
ALD130360944,AL,200702,Y,N
ALD130360944,AL,200703,Y,N
ALD130360944,AL,200704,Y,N
ALD131159386,AL,198812,Y,N
ALD131159386,AL,198901,Y,N
ALD131159386,AL,198902,Y,N
ALD131159386,AL,198903,Y,N
ALD131159386,AL,199701,Y,N
ALD131159386,AL,199702,Y,N
ALD131160475,AL,199005,Y,N
ALD131160475,AL,199006,Y,N
ALD131160475,AL,199010,Y,N
ALD131160475,AL,199011,Y,N
ALD131160475,AL,199012,Y,N
ALD131160475,AL,199101,Y,N
ALD131160475,AL,199102,Y,N
ALD131160475,AL,199103,Y,N
ALD131160475,AL,199501,Y,N
ALD131160475,AL,199502,Y,N
ALD131160475,AL,199503,Y,N
ALD131160475,AL,199504,Y,N
ALD131160475,AL,199505,Y,N
ALD131160475,AL,199508,Y,N
ALD131160475,AL,199509,Y,N
ALD131160475,AL,199803,Y,N
ALD131160475,AL,199804,Y,N
ALD131160475,AL,199811,Y,N
ALD131160475,AL,199812,Y,N
ALD131160475,AL,199901,Y,N
ALD131160475,AL,199902,Y,N
ALD131160475,AL,200210,Y,N
ALD131160475,AL,200211,Y,N
ALD131160475,AL,200212,Y,N
ALD131170599,AL,199612,Y,N
ALD133606186,AL,199405,Y,Y
ALD133606186,AL,199406,Y,Y
ALD133606186,AL,199407,Y,Y
ALD133606186,AL,199408,Y,Y
ALD133606186,AL,199409,Y,Y
ALD133606186,AL,199410,Y,N
ALD133606186,AL,199411,Y,N
ALD136418266,AL,199807,Y,N
ALD136419686,AL,199607,Y,N
ALD136419686,AL,199608,Y,N
ALD136419686,AL,199609,Y,N
ALD136419686,AL,199610,Y,N
ALD136419686,AL,199611,Y,N
ALD136419686,AL,199612,Y,N
ALD136419686,AL,199701,Y,N
ALD137666855,AL,200405,Y,N
ALD137666855,AL,200406,Y,N
ALD139657860,AL,199212,Y,N
ALD139657860,AL,199301,Y,N
ALD139657860,AL,199302,Y,N
ALD139657860,AL,199512,Y,N
ALD139657860,AL,199601,Y,N
ALD139657860,AL,199602,Y,N
ALD139657860,AL,199603,Y,N
ALD139657860,AL,199604,Y,N
ALD139657860,AL,199712,Y,N
ALD139657860,AL,199803,Y,N
ALD139657860,AL,199804,Y,N
ALD139657860,AL,199812,Y,N
ALD139657860,AL,199901,Y,N
ALD139657860,AL,199902,Y,N
ALD139657860,AL,199903,Y,N
ALD139659452,AL,199603,Y,N
ALD139659452,AL,199604,Y,N
ALD139661771,AL,199512,Y,N
ALD139661771,AL,199601,Y,N
ALD139661771,AL,199602,Y,N
ALD144584265,AL,199310,Y,N
ALD144584265,AL,199311,Y,N
ALD144584265,AL,199312,Y,N
ALD144584265,AL,199401,Y,N
ALD144584265,AL,199407,Y,N
ALD144584265,AL,199408,Y,N
ALD144584265,AL,199409,Y,N
ALD144584265,AL,199410,Y,N
ALD144584265,AL,199411,Y,N
ALD144584265,AL,199807,Y,N
ALD144584265,AL,199808,Y,N
ALD144584265,AL,199809,Y,N
ALD144584265,AL,199810,Y,N
ALD144584265,AL,199811,Y,N
ALD144585163,AL,198905,Y,N
ALD144585163,AL,198906,Y,N
ALD144585163,AL,198907,Y,N
ALD144585163,AL,198908,Y,N
ALD145375705,AL,199210,Y,N
ALD145375705,AL,199211,Y,N
ALD145375705,AL,199212,Y,N
ALD145375705,AL,199301,Y,N
ALD147862981,AL,198910,Y,N
ALD147862981,AL,198911,Y,N
ALD147862981,AL,198912,Y,N
ALD147862981,AL,199001,Y,N
ALD147862981,AL,199002,Y,N
ALD147862981,AL,199003,Y,N
ALD147862981,AL,199702,Y,N
ALD147862981,AL,199703,Y,N
ALD147862981,AL,199704,Y,N
ALD147862981,AL,199705,Y,N
ALD147862981,AL,199706,Y,N
ALD148707250,AL,200106,Y,N
ALD148707250,AL,200107,Y,N
ALD149979403,AL,200302,Y,N
ALD149979403,AL,200303,Y,N
ALD149979403,AL,200304,Y,N
ALD149979403,AL,200305,Y,N
ALD149979403,AL,200306,Y,N
ALD149979403,AL,201104,Y,N
ALD149979403,AL,201105,Y,N
ALD149979403,AL,201106,Y,N
ALD149979528,AL,199812,Y,N
ALD149979767,AL,199805,Y,N
ALD149979767,AL,199806,Y,N
ALD149979767,AL,199807,Y,N
ALD149979767,AL,199808,Y,N
ALD149979767,AL,199809,Y,N
ALD149979767,AL,199810,Y,N
ALD149984387,AL,199610,Y,N
ALD149984387,AL,199611,Y,N
ALD149984387,AL,199612,Y,N
ALD149984387,AL,199701,Y,N
ALD149984445,AL,201205,Y,N
ALD149984445,AL,201206,Y,N
ALD149984445,AL,201207,Y,N
ALD149984445,AL,201208,Y,N
ALD149984445,AL,201209,Y,N
ALD149984445,AL,201210,Y,N
ALD149984445,AL,201211,Y,N
ALD149984502,AL,199812,Y,N
ALD155302052,AL,199602,Y,N
ALD155302052,AL,199603,Y,N
ALD155302052,AL,199604,Y,N
ALD155302052,AL,199605,Y,N
ALD155302052,AL,199606,Y,N
ALD155302052,AL,199607,Y,N
ALD155302052,AL,199608,Y,N
ALD155302052,AL,199609,Y,N
ALD155302052,AL,199610,Y,N
ALD155638570,AL,198901,Y,N
ALD155638570,AL,198902,Y,N
ALD155638570,AL,198903,Y,N
ALD155638570,AL,198904,Y,N
ALD155638570,AL,198905,Y,N
ALD155638570,AL,198906,Y,N
ALD155638570,AL,198907,Y,N
ALD155638570,AL,198908,Y,N
ALD155638570,AL,198909,Y,N
ALD155638570,AL,198910,Y,N
ALD155638570,AL,198911,Y,N
ALD155638570,AL,198912,Y,N
ALD155638570,AL,199209,Y,N
ALD155638570,AL,199210,Y,N
ALD155638570,AL,199211,Y,N
ALD155638570,AL,199511,Y,N
ALD155638570,AL,199512,Y,N
ALD155638570,AL,199710,Y,N
ALD155638570,AL,199711,Y,N
ALD155638570,AL,199712,Y,N
ALD155638570,AL,199801,Y,N
ALD155638570,AL,199802,Y,N
ALD155638570,AL,199803,Y,N
ALD155638570,AL,199804,Y,N
ALD155638570,AL,199805,Y,N
ALD155638570,AL,199906,Y,N
ALD155638570,AL,199907,Y,N
ALD155638570,AL,199908,Y,N
ALD155638570,AL,200806,Y,N
ALD155638570,AL,200807,Y,N
ALD155638570,AL,200808,Y,N
ALD175243245,AL,200205,Y,N
ALD175243245,AL,200206,Y,N
ALD175243245,AL,200207,Y,N
ALD175243245,AL,200208,Y,N
ALD175243245,AL,200209,Y,N
ALD182828350,AL,199306,Y,Y
ALD182828350,AL,199307,Y,Y
ALD182828350,AL,199308,Y,Y
ALD182828350,AL,199309,Y,Y
ALD182828350,AL,199310,Y,Y
ALD182828350,AL,199311,Y,Y
ALD182828350,AL,199312,Y,Y
ALD182828350,AL,199410,Y,N
ALD182828350,AL,199411,Y,N
ALD182828350,AL,199412,Y,N
ALD182828350,AL,199807,Y,N
ALD183231877,AL,199702,Y,N
ALD980221253,AL,199710,Y,N
ALD980221253,AL,199711,Y,N
ALD980221253,AL,199712,Y,N
ALD980540280,AL,199512,Y,N
ALD980540280,AL,199601,Y,N
ALD980540280,AL,199602,Y,N
ALD980540280,AL,199603,Y,N
ALD980540280,AL,199604,Y,N
ALD980540280,AL,200608,Y,N
ALD980540280,AL,200609,Y,N
ALD980540280,AL,201503,Y,N
ALD980540280,AL,201504,Y,N
ALD980555973,AL,201001,Y,N
ALD980555973,AL,201002,Y,N
ALD980555973,AL,201003,Y,N
ALD980559843,AL,198705,Y,N
ALD980559843,AL,198706,Y,N
ALD980559843,AL,198707,Y,N
ALD980559843,AL,198708,Y,N
ALD980559843,AL,198709,Y,N
ALD980559843,AL,198710,Y,N
ALD980559843,AL,198711,Y,N
ALD980559843,AL,198712,Y,N
ALD980559843,AL,198801,Y,N
ALD980559843,AL,198802,Y,N
ALD980559843,AL,198803,Y,N
ALD980559843,AL,198804,Y,N
ALD980559843,AL,198805,Y,N
ALD980559843,AL,198806,Y,N
ALD980559843,AL,198807,Y,N
ALD980559843,AL,198808,Y,N
ALD980559843,AL,198809,Y,N
ALD980559843,AL,198810,Y,N
ALD980559843,AL,198811,Y,N
ALD980559843,AL,198812,Y,N
ALD980559843,AL,198901,Y,N
ALD980559843,AL,198902,Y,N
ALD980559843,AL,198903,Y,N
ALD980559843,AL,198904,Y,N
ALD980559843,AL,198905,Y,N
ALD980559843,AL,198906,Y,N
ALD980559843,AL,198907,Y,N
ALD980559843,AL,198908,Y,N
ALD980559843,AL,198909,Y,N
ALD980559843,AL,198910,Y,N
ALD980559843,AL,198911,Y,N
ALD980559843,AL,199307,Y,N
ALD980559843,AL,199308,Y,N
ALD980559843,AL,199309,Y,N
ALD980559850,AL,198708,Y,N
ALD980559850,AL,198709,Y,N
ALD980559850,AL,198710,Y,N
ALD980559850,AL,198711,Y,N
ALD980559850,AL,198712,Y,N
ALD980559850,AL,198801,Y,N
ALD980559850,AL,198802,Y,N
ALD980559850,AL,198803,Y,N
ALD980559850,AL,198804,Y,N
ALD980559850,AL,198805,Y,N
ALD980559850,AL,198806,Y,N
ALD980559850,AL,198807,Y,N
ALD980559850,AL,198808,Y,N
ALD980559850,AL,198809,Y,N
ALD980559850,AL,198810,Y,N
ALD980559850,AL,198811,Y,N
ALD980559850,AL,198812,Y,N
ALD980559850,AL,198901,Y,N
ALD980559850,AL,198902,Y,N
ALD980559850,AL,198903,Y,N
ALD980559850,AL,198904,Y,N
ALD980559850,AL,198905,Y,N
ALD980559850,AL,198906,Y,N
ALD980559850,AL,198907,Y,N
ALD980559850,AL,198908,Y,N
ALD980559850,AL,198909,Y,N
ALD980559850,AL,198910,Y,N
ALD980559850,AL,198911,Y,N
ALD980559850,AL,198912,Y,N
ALD980559850,AL,199001,Y,N
ALD980559850,AL,199002,Y,N
ALD980559850,AL,199003,Y,N
ALD980559850,AL,199004,Y,N
ALD980559850,AL,199005,Y,N
ALD980559850,AL,199006,Y,N
ALD980559850,AL,199007,Y,N
ALD980559850,AL,199008,Y,N
ALD980559850,AL,199009,Y,N
ALD980559850,AL,199010,Y,N
ALD980559850,AL,199011,Y,N
ALD980559850,AL,199012,Y,N
ALD980559850,AL,199101,Y,N
ALD980559850,AL,199102,Y,N
ALD980559850,AL,199103,Y,N
ALD980559850,AL,199104,Y,N
ALD980559850,AL,199105,Y,N
ALD980559850,AL,199106,Y,N
ALD980559850,AL,199107,Y,N
ALD980559850,AL,199108,Y,N
ALD980559850,AL,199109,Y,N
ALD980559850,AL,199110,Y,Y
ALD980559850,AL,199111,Y,Y
ALD980559850,AL,199112,Y,Y
ALD980559850,AL,199201,Y,Y
ALD980559850,AL,199202,Y,Y
ALD980559850,AL,199203,Y,Y
ALD980559850,AL,199204,Y,Y
ALD980559850,AL,199205,Y,Y
ALD980559850,AL,199206,Y,Y
ALD980559850,AL,199207,Y,Y
ALD980559850,AL,199208,Y,Y
ALD980559850,AL,199209,Y,Y
ALD980559850,AL,199210,Y,Y
ALD980559850,AL,199211,Y,Y
ALD980559850,AL,199212,Y,Y
ALD980559850,AL,199301,Y,Y
ALD980559850,AL,199302,Y,Y
ALD980600456,AL,200107,Y,N
ALD980600456,AL,200108,Y,N
ALD980600456,AL,200109,Y,N
ALD980600456,AL,200110,Y,Y
ALD980600456,AL,200111,Y,Y
ALD980600456,AL,200112,Y,Y
ALD980600456,AL,200201,Y,Y
ALD980600456,AL,200202,Y,Y
ALD980600456,AL,200203,Y,Y
ALD980600456,AL,200204,Y,Y
ALD980600456,AL,200205,Y,Y
ALD980600456,AL,200206,Y,Y
ALD980600456,AL,200207,Y,Y
ALD980600456,AL,200208,Y,Y
ALD980600654,AL,200203,Y,N
ALD980600654,AL,200204,Y,N
ALD980600654,AL,200205,Y,N
ALD980602247,AL,199612,Y,N
ALD980602247,AL,199701,Y,N
ALD980603641,AL,198702,Y,N
ALD980603641,AL,198703,Y,N
ALD980603641,AL,198704,Y,N
ALD980603641,AL,198705,Y,N
ALD980603641,AL,198706,Y,N
ALD980603641,AL,198707,Y,N
ALD980603641,AL,198708,Y,N
ALD980603641,AL,198709,Y,N
ALD980603641,AL,198710,Y,N
ALD980603641,AL,198711,Y,N
ALD980603641,AL,198712,Y,N
ALD980603641,AL,198801,Y,N
ALD980603641,AL,198802,Y,N
ALD980603641,AL,198803,Y,N
ALD980603641,AL,198804,Y,N
ALD980603641,AL,198805,Y,N
ALD980603641,AL,198806,Y,N
ALD980603641,AL,198807,Y,N
ALD980603641,AL,198808,Y,N
ALD980603641,AL,198809,Y,N
ALD980603641,AL,198810,Y,N
ALD980603641,AL,198811,Y,N
ALD980603641,AL,198812,Y,N
ALD980603641,AL,198901,Y,N
ALD980603641,AL,198902,Y,N
ALD980603641,AL,198903,Y,N
ALD980603641,AL,198904,Y,N
ALD980603641,AL,198905,Y,N
ALD980603641,AL,198906,Y,N
ALD980603641,AL,198907,Y,N
ALD980603641,AL,198908,Y,N
ALD980603641,AL,198909,Y,N
ALD980603641,AL,198910,Y,N
ALD980603641,AL,198911,Y,N
ALD980603641,AL,198912,Y,N
ALD980603641,AL,199001,Y,N
ALD980603641,AL,199002,Y,N
ALD980603641,AL,199003,Y,N
ALD980603641,AL,199004,Y,N
ALD980603641,AL,199005,Y,N
ALD980603641,AL,199006,Y,N
ALD980603641,AL,199007,Y,N
ALD980603641,AL,199008,Y,N
ALD980603641,AL,199009,Y,N
ALD980603641,AL,199010,Y,N
ALD093179315,AL,199412,Y,Y
ALD093179315,AL,199501,Y,Y
ALD093179315,AL,199502,Y,Y
ALD093179315,AL,199503,Y,Y
ALD093179315,AL,199504,Y,Y
ALD093179315,AL,199505,Y,Y
ALD093179315,AL,199506,Y,Y
ALD093179315,AL,199604,Y,N
ALD093179315,AL,199606,Y,N
ALD093179315,AL,199607,Y,N
ALD093179315,AL,199608,Y,N
ALD093179315,AL,199609,Y,N
ALD093179315,AL,199610,Y,N
ALD093179315,AL,199611,Y,N
ALD093179315,AL,199612,Y,N
ALD093179315,AL,199701,Y,N
ALD093179315,AL,199702,Y,N
ALD093179315,AL,199703,Y,N
ALD093179315,AL,199704,Y,N
ALD093179315,AL,199705,Y,N
ALD093179315,AL,199706,Y,N
ALD093179315,AL,199707,Y,N
ALD093179315,AL,199708,Y,N
ALD093179315,AL,199709,Y,N
ALD093179315,AL,199710,Y,N
ALD093179315,AL,199711,Y,N
ALD093179315,AL,199712,Y,N
ALD093179315,AL,199801,Y,N
ALD093179315,AL,199802,Y,N
ALD093179315,AL,199803,Y,N
ALD093179315,AL,199804,Y,N
ALD093179315,AL,199805,Y,N
ALD093179315,AL,199806,Y,N
ALD093179315,AL,199807,Y,N
ALD093179315,AL,199901,Y,N
ALD093179315,AL,199902,Y,N
ALD093179315,AL,200603,Y,N
ALD093179315,AL,200604,Y,N
ALD093179315,AL,200605,Y,N
ALD093179315,AL,200606,Y,N
ALD093179315,AL,200607,Y,Y
ALD093179315,AL,200608,Y,Y
ALD093179315,AL,200609,Y,Y
ALD093179315,AL,200610,Y,Y
ALD093179315,AL,200611,Y,Y
ALD093179315,AL,200703,Y,N
ALD093179315,AL,200704,Y,N
ALD093179315,AL,200705,Y,N
ALD093179315,AL,200706,Y,N
ALD093179315,AL,200707,Y,N
ALD093179315,AL,200708,Y,N
ALD093179315,AL,200903,Y,N
ALD093179315,AL,201012,Y,N
ALD093179315,AL,201101,Y,N
ALD093179315,AL,201102,Y,N
ALD093179315,AL,201103,Y,Y
ALD093179315,AL,201104,Y,Y
ALD093179315,AL,201105,Y,Y
ALD093179315,AL,201106,Y,Y
ALD093179315,AL,201512,Y,N
ALD093179315,AL,201703,Y,N
ALD093179315,AL,201704,Y,N
ALD093179315,AL,201705,Y,N
ALD093179315,AL,201706,Y,N
ALD093179315,AL,201707,Y,N
ALD093179315,AL,201708,Y,N
ALD093179315,AL,201709,Y,N
ALD093182996,AL,199811,Y,N
ALD093182996,AL,199812,Y,N
ALD093185486,AL,201002,Y,N
ALD093187169,AL,200108,N,Y
ALD093187169,AL,200109,N,Y
ALD093187169,AL,200110,N,Y
ALD093187169,AL,200111,N,Y
ALD093187169,AL,200112,N,Y
ALD093187169,AL,200201,N,Y
ALD093187169,AL,200202,N,Y
ALD093187169,AL,200203,N,Y
ALD093187169,AL,200204,N,Y
ALD093187169,AL,200205,N,Y
ALD093187169,AL,200206,N,Y
ALD093187169,AL,200207,N,Y
ALD093187169,AL,200208,N,Y
ALD093187169,AL,200209,N,Y
ALD093187169,AL,200210,N,Y
ALD093187169,AL,200211,N,Y
ALD093187169,AL,200212,N,Y
ALD093187169,AL,200301,N,Y
ALD093187169,AL,200302,N,Y
ALD093187169,AL,200303,N,Y
ALD093187169,AL,200304,N,Y
ALD093187169,AL,200305,N,Y
ALD093187169,AL,200306,N,Y
ALD093187169,AL,200307,N,Y
ALD093187169,AL,200308,Y,Y
ALD093187169,AL,200309,Y,Y
ALD093187169,AL,200310,Y,Y
ALD093187169,AL,200311,Y,Y
ALD093187169,AL,200312,Y,Y
ALD093187169,AL,200401,Y,Y
ALD093187169,AL,200402,Y,Y
ALD093187169,AL,200403,Y,Y
ALD093187169,AL,200404,Y,Y
ALD093187169,AL,200405,Y,Y
ALD093187169,AL,200406,Y,Y
ALD093187169,AL,200407,Y,Y
ALD093187169,AL,200408,Y,Y
ALD093187169,AL,200409,Y,Y
ALD093187169,AL,200410,Y,Y
ALD093187169,AL,200411,Y,Y
ALD093187169,AL,200412,Y,N
ALD093187169,AL,200501,Y,N
ALD093187169,AL,200502,Y,N
ALD093187169,AL,200503,Y,N
ALD094471364,AL,198403,Y,N
ALD094472651,AL,198811,Y,N
ALD094472651,AL,198812,Y,N
ALD094472651,AL,198901,Y,N
ALD094472651,AL,198902,Y,N
ALD094472651,AL,198903,Y,N
ALD094472651,AL,198904,Y,N
ALD094472651,AL,198905,Y,N
ALD094472651,AL,198906,Y,N
ALD094472651,AL,199110,Y,N
ALD094472651,AL,199111,Y,N
ALD094472651,AL,199112,Y,N
ALD094472651,AL,199201,Y,N
ALD094472651,AL,199202,Y,N
ALD094472651,AL,199206,Y,N
ALD094472651,AL,199207,Y,N
ALD094472651,AL,199208,Y,N
ALD094472651,AL,199412,Y,N
ALD094472651,AL,199501,Y,N
ALD094472651,AL,199502,Y,N
ALD094472651,AL,199503,Y,N
ALD094472651,AL,199604,Y,N
ALD094472651,AL,199605,Y,N
ALD094472651,AL,199606,Y,N
ALD094472651,AL,199703,Y,N
ALD094472651,AL,200009,Y,N
ALD094472651,AL,200010,Y,N
ALD094472651,AL,200011,Y,N
ALD094472651,AL,200012,Y,N
ALD094472651,AL,200101,Y,N
ALD094472651,AL,200102,Y,N
ALD094472651,AL,200103,Y,N
ALD094472651,AL,200104,Y,N
ALD094475027,AL,201106,Y,N
ALD094476413,AL,198608,Y,N
ALD094476413,AL,198609,Y,N
