ID_NUMBER,ACTIVITY_LOCATION,NAICS_CODE
ALR000038562,AL    ,811111
ALR000029512,AL    ,484121
ALR000029512,AL    ,811192
ALR000023002,AL    ,811191
ALR000016824,AL    ,424490
ALR000039438,AL    ,811118
ALR000047373,AL    ,811191
ALR000040030,AL    ,44411
ALD057390601,AL    ,335932
ALD983174616,AL    ,532412
ALR000051284,AL    ,44611
ALD983166067,AL    ,811121
ALR000030460,AL    ,811121
ALR000044339,AL    ,321113
ALR000025429,AL    ,44111
ALR000039305,AL    ,48821
ALR000039644,AL    ,51711
ALD004025235,AL    ,332813
ALD983193848,AL    ,811121
ALR000039263,AL    ,81131
ALR000049635,AL    ,811191
ALD040663064,AL    ,32741
ALR000050831,AL    ,48832
ALR000016253,AL    ,332721
ALR000016188,AL    ,332722
ALD983169384,AL    ,42271
ALR000007120,AL    ,4471
ALR000025197,AL    ,42249
ALR000025197,AL    ,811111
ALD983180159,AL    ,326199
ALD000652453,AL    ,22133
AL5210800004,AL    ,54133
ALR000047340,AL    ,423140
ALD034036004,AL    ,332999
ALD982090250,AL    ,811118
ALR000052118,AL    ,44611
ALR000052167,AL    ,44611
ALR000052209,AL    ,446110
ALD004001467,AL    ,33321
ALD004001467,AL    ,23595
ALD082149287,AL    ,32532
ALD004019642,AL    ,32518
ALD983173378,AL    ,11321
ALD004023180,AL    ,332812
ALR000002576,AL    ,811118
ALR000030056,AL    ,81232
ALR000030890,AL    ,23899
ALR000048256,AL    ,811121
ALR000023846,AL    ,45291
ALD983183179,AL    ,334419
ALD982162059,AL    ,811121
ALR000040543,AL    ,811121
ALD000652669,AL    ,221111
ALR000018648,AL    ,811111
AL9210090040,AL    ,92811
ALR000054064,AL    ,325211
ALD983171224,AL    ,441
ALD128737350,AL    ,334418
ALD000653329,AL    ,562119
ALR000052035,AL    ,44611
ALR000051938,AL    ,812922
ALR000052860,AL    ,812922
ALR000028282,AL    ,811191
ALD981023583,AL    ,811111
ALR000051698,AL    ,44611
ALD983175167,AL    ,81232
ALR000038554,AL    ,811111
ALR000023804,AL    ,452311
ALR000045195,AL    ,532412
ALR000033357,AL    ,811118
ALR000019034,AL    ,44131
ALR000019034,AL    ,811111
ALD983192212,AL    ,33131
ALR000000505,AL    ,811121
ALD981757784,AL    ,44111
ALR000021659,AL    ,811111
ALD983170259,AL    ,32522
ALD034040089,AL    ,81131
ALR000017251,AL    ,811191
ALR000040634,AL    ,332812
ALR000047050,AL    ,211111
ALR000033324,AL    ,44411
ALR000012773,AL    ,327120
ALD983168212,AL    ,337122
ALR000015719,AL    ,32732
ALD983185729,AL    ,32551
ALR000046904,AL    ,562111
ALR000046904,AL    ,562112
ALR000024380,AL    ,11331
ALR000047043,AL    ,211111
ALR000027490,AL    ,51111
ALD983171380,AL    ,811121
ALD983193426,AL    ,323119
ALD983185273,AL    ,811121
AL0000005702,AL    ,5133
ALR000045229,AL    ,532412
ALR000014209,AL    ,337122
ALR000005918,AL    ,325998
ALR000050740,AL    ,621511
ALR000006783,AL    ,4841
ALD991289307,AL    ,332813
ALD983185356,AL    ,811118
ALD004003406,AL    ,327999
ALD053365847,AL    ,332323
ALR000001826,AL    ,32512
ALR000017178,AL    ,811111
ALD983184896,AL    ,441222
ALR000010967,AL    ,56121
ALR000010660,AL    ,213112
ALD982106221,AL    ,488991
ALD982143976,AL    ,326199
ALR000039248,AL    ,332812
ALR000043000,AL    ,42393
ALD983169103,AL    ,332999
ALR000027003,AL    ,44131
ALD982123184,AL    ,336212
ALD046473674,AL    ,42151
ALD991299405,AL    ,5133
ALD982167496,AL    ,811198
ALR000051821,AL    ,44611
ALD983185547,AL    ,48811
ALR000008276,AL    ,337215
ALD983167966,AL    ,56291
ALR000045492,AL    ,42393
ALR000017442,AL    ,811118
ALR000047001,AL    ,81111
ALR000032235,AL    ,81232
ALR000035766,AL    ,811191
ALR000013581,AL    ,532412
ALR000016535,AL    ,44132
ALD983181918,AL    ,811111
ALR000005124,AL    ,213113
ALR000044610,AL    ,452311
ALR000029124,AL    ,48423
ALD982098493,AL    ,81111
ALR000006247,AL    ,81232
ALR000026724,AL    ,44131
ALD983176108,AL    ,811198
ALR000048413,AL    ,56121
AL2210090039,AL    ,562112
ALD982105892,AL    ,493190
AL0000899831,AL    ,44112
ALR000026377,AL    ,221112
ALD981023534,AL    ,811111
ALR000032722,AL    ,23731
ALD008180572,AL    ,33271
ALR000024703,AL    ,327121
ALR000030577,AL    ,423930
AL0000107797,AL    ,488999
ALR000053348,AL    ,452311
ALR000024323,AL    ,11331
ALD983179763,AL    ,44111
ALR000007302,AL    ,335999
ALD139661771,AL    ,54172
ALR000013185,AL    ,488999
ALD004029666,AL    ,44111
ALD983166356,AL    ,811121
ALD144578242,AL    ,81232
ALD055907711,AL    ,48849
ALD983192857,AL    ,42299
ALR000030718,AL    ,811121
ALR000049346,AL    ,562112
ALD031532526,AL    ,81111
AL0000593053,AL    ,81112
ALR000019273,AL    ,44131
ALR000034140,AL    ,452311
ALD031477029,AL    ,44112
ALD031477029,AL    ,44111
ALR000046466,AL    ,484122
ALD000613299,AL    ,54133
ALD982079980,AL    ,811121
ALR000015412,AL    ,532111
ALD981756216,AL    ,42269
ALD004000683,AL    ,32621
AL0000061002,AL    ,45291
ALR000040576,AL    ,811121
ALR000051367,AL    ,61111
ALR000044230,AL    ,811191
ALR000025643,AL    ,811111
ALD983166653,AL    ,321114
ALD046480513,AL    ,326199
ALR000024018,AL    ,42351
ALR000046581,AL    ,562998
ALR000048223,AL    ,48691
ALD980219588,AL    ,32731
ALR000012815,AL    ,23711
ALR000017053,AL    ,811118
ALR000031245,AL    ,81111
ALR000007765,AL    ,32411
ALR000035436,AL    ,61111
ALR000035279,AL    ,61111
ALR000049379,AL    ,336211
ALR000032649,AL    ,81131
ALR000003236,AL    ,332321
ALR000007393,AL    ,48839
ALD982123002,AL    ,811111
ALD079102372,AL    ,331
ALD983183138,AL    ,53241
ALD033354069,AL    ,336321
ALR000050443,AL    ,453998
ALD004402285,AL    ,334413
ALD000772301,AL    ,325998
AL0000105304,AL    ,811111
ALD063680391,AL    ,32551
ALD983169129,AL    ,42272
ALR000030668,AL    ,23832
ALR000013136,AL    ,56121
ALD983184367,AL    ,44111
ALD983194887,AL    ,331222
ALR000029819,AL    ,812922
ALR000021840,AL    ,811111
ALR000034058,AL    ,811191
ALR000026013,AL    ,532411
ALR000042804,AL    ,42491
ALD981023351,AL    ,81111
AL0000244202,AL    ,311615
ALR000013227,AL    ,33271
ALD982086894,AL    ,3152
ALD031609126,AL    ,44112
ALD031609126,AL    ,44111
ALR000042440,AL    ,811111
ALD983176652,AL    ,81149
ALD983192105,AL    ,811118
ALR000016444,AL    ,332722
ALR000037192,AL    ,811191
ALR000034843,AL    ,42249
ALD983185216,AL    ,44131
ALR000016691,AL    ,32732
ALD983193046,AL    ,562112
ALD983185018,AL    ,331210
ALR000018606,AL    ,81111
ALR000016865,AL    ,811111
ALD982096208,AL    ,54171
ALR000052548,AL    ,446110
ALD983180183,AL    ,81111
ALD983180183,AL    ,44111
ALR000046946,AL    ,56221
ALR000042481,AL    ,44411
ALR000042663,AL    ,811198
ALR000014241,AL    ,237310
ALR000046730,AL    ,81293
ALD046864591,AL    ,56179
ALR000000638,AL    ,332321
ALR000016600,AL    ,532412
AL0000384651,AL    ,532412
ALD980556237,AL    ,48621
ALD983168352,AL    ,53249
ALR000029926,AL    ,532412
ALD983173725,AL    ,81232
ALD047157144,AL    ,54132
ALD155638570,AL    ,811192
ALR000011619,AL    ,321918
ALD983180407,AL    ,811191
ALD983180407,AL    ,44719
ALR000040188,AL    ,621511
ALR000035881,AL    ,23731
ALR000031369,AL    ,811113
ALD982129967,AL    ,42183
ALD983186370,AL    ,811121
ALD982133415,AL    ,326211
AL0000965012,AL    ,811111
ALD983171372,AL    ,81149
ALD982116782,AL    ,81232
ALD041511361,AL    ,326211
ALR000019364,AL    ,81119
ALR000046409,AL    ,484122
ALD983173261,AL    ,81232
ALR000025072,AL    ,221112
ALD981023229,AL    ,811111
ALR000038349,AL    ,33633
ALD067103655,AL    ,32512
ALD981751639,AL    ,811113
ALR000032490,AL    ,92119
ALR000037143,AL    ,44111
ALR000042432,AL    ,336611
ALR000013508,AL    ,44131
ALD991291295,AL    ,334119
ALD981752645,AL    ,44131
ALR000042598,AL    ,482111
ALD003881133,AL    ,23599
ALD982132789,AL    ,332322
ALD982124075,AL    ,336612
ALD983171638,AL    ,332999
ALR000017434,AL    ,811191
ALD078974243,AL    ,81131
ALD983170986,AL    ,314994
ALR000047035,AL    ,211111
ALR000022616,AL    ,333995
ALD983169095,AL    ,115114
ALR000032664,AL    ,44411
ALR000031484,AL    ,423810
ALD983182023,AL    ,811111
ALR000035485,AL    ,61111
ALR000043448,AL    ,33637
ALR000047688,AL    ,811121
ALR000004481,AL    ,81232
ALD127714277,AL    ,44132
ALD983193004,AL    ,42271
ALD981865660,AL    ,333924
ALR000032607,AL    ,811111
ALD012726642,AL    ,339114
ALD981867617,AL    ,311511
ALR000039313,AL    ,48849
ALD983180605,AL    ,44111
ALD004002853,AL    ,313210
ALD004002853,AL    ,314999
ALR000013235,AL    ,327215
ALD050985688,AL    ,334412
ALD050985688,AL    ,335312
ALR000036947,AL    ,81119
ALR000018572,AL    ,811118
ALR000018440,AL    ,212312
ALR000005702,AL    ,811121
ALR000007153,AL    ,4841
ALD031625536,AL    ,44131
AL0000045385,AL    ,811310
ALR000036582,AL    ,81131
ALD983194218,AL    ,45291
ALD983192006,AL    ,44412
ALR000031492,AL    ,112111
ALR000031492,AL    ,111219
ALD983169772,AL    ,4471
ALD983168493,AL    ,4471
ALD981023344,AL    ,811213
ALD982166548,AL    ,53212
ALD983192360,AL    ,5133
ALD982163412,AL    ,62211
ALR000040709,AL    ,42151
ALR000051516,AL    ,44611
ALD980600456,AL    ,325188
ALD982077562,AL    ,44111
ALD055902159,AL    ,334419
AL0000095406,AL    ,81232
ALR000014340,AL    ,336413
ALR000049205,AL    ,811191
ALR000049262,AL    ,532412
ALR000043729,AL    ,811111
ALD983184409,AL    ,811111
ALR000039529,AL    ,811219
ALR000017343,AL    ,811111
ALR000023978,AL    ,452311
ALR000018549,AL    ,311941
ALR000029868,AL    ,322121
ALD983192907,AL    ,811111
ALR000004432,AL    ,331318
ALR000042747,AL    ,44132
ALR000043703,AL    ,811111
ALR000027367,AL    ,335999
ALR000044776,AL    ,811191
ALR000031377,AL    ,33271
ALD981758204,AL    ,811191
ALD008200875,AL    ,811113
ALD981477235,AL    ,811111
ALR000031385,AL    ,48411
ALR000035691,AL    ,81131
ALR000002667,AL    ,33271
ALR000005827,AL    ,811412
ALR000042333,AL    ,44421
ALD079118881,AL    ,81111
ALR000025114,AL    ,811113
AL0000262626,AL    ,81111
ALR000048132,AL    ,811111
ALR000023986,AL    ,452311
ALR000042713,AL    ,44131
ALD118036342,AL    ,811191
ALD091412627,AL    ,336399
ALR000008474,AL    ,42193
ALR000014076,AL    ,324121
ALR000031096,AL    ,562112
ALD983166646,AL    ,44111
ALR000051318,AL    ,562112
ALD982116907,AL    ,44111
ALR000023416,AL    ,811111
ALD000608075,AL    ,325998
ALD983177098,AL    ,44611
ALR000049734,AL    ,811213
ALR000002261,AL    ,32551
ALR000054189,AL    ,62231
ALR000042390,AL    ,336992
ALR000013813,AL    ,61131
ALR000048363,AL    ,221112
ALR000027300,AL    ,54171
ALR000016410,AL    ,321212
ALR000038075,AL    ,22111
ALR000022210,AL    ,811198
ALD003276821,AL    ,31321
ALD983192634,AL    ,4841
ALR000017046,AL    ,811118
ALD983191990,AL    ,81232
ALR000040600,AL    ,54133
ALN930617003,AL    ,811191
ALD983178310,AL    ,811191
ALR000030247,AL    ,48541
MSD000833293,AL    ,562219
GAD981222433,AL    ,562211
ALD000826917,AL    ,324191
GAR000007484,AL    ,48423
ALR000005181,AL    ,811111
SCD987598331,AL    ,562910
NCD986194306,AL    ,562219
NCD986194306,AL    ,562112
ALD980515654,AL    ,31323
ALD086546652,AL    ,811111
ALD983193459,AL    ,811111
ALD067112425,AL    ,484122
ALR000046672,AL    ,811121
ALD031576564,AL    ,337122
ALD128686714,AL    ,811111
ALD128686714,AL    ,811121
ALR000034488,AL    ,811121
ALD983191131,AL    ,321114
ALD982108748,AL    ,332431
ALD982144610,AL    ,811121
ALR000018259,AL    ,811191
ALD983181793,AL    ,44131
ALD983173832,AL    ,811191
ALD983173832,AL    ,811192
ALR000022780,AL    ,811191
ALR000017483,AL    ,811111
ALD983173121,AL    ,331511
SCR000767962,AL    ,562910
FL0000936831,AL    ,562998
GAR000036368,AL    ,56191
ALR000016493,AL    ,532412
ALD982132946,AL    ,811121
ALD983176405,AL    ,333111
ALR000038497,AL    ,42393
ALR000048736,AL    ,44111
ALR000012674,AL    ,332321
ALD004023164,AL    ,325211
ALR000048868,AL    ,23832
ALD980839112,AL    ,336413
ALR000048629,AL    ,336411
ALR000051151,AL    ,484121
ALR000049668,AL    ,423140
ALD981003361,AL    ,562119
ALD063679567,AL    ,339991
ALD000827154,AL    ,325211
ALD983193590,AL    ,621511
ALD049150030,AL    ,32199
ALR000054254,AL    ,452311
ALD983167024,AL    ,48621
ALR000042606,AL    ,321114
ALR000006817,AL    ,33111
ALR000047860,AL    ,332313
ALD044496966,AL    ,33995
ALR000040881,AL    ,33632
ALD004017869,AL    ,331511
ALR000014332,AL    ,32532
ALR000034033,AL    ,337122
ALR000042689,AL    ,332813
ALD004002077,AL    ,336411
ALD000622464,AL    ,562211
AL8640015410,AL    ,221113
GAR000017970,AL    ,54162
ILR000130062,AL    ,42383
MID017167222,AL    ,562112
MND044176113,AL    ,48422
ARD983267279,AL    ,562111
LA0000365668,AL    ,562920
LA0000886747,AL    ,562998
LAD980796627,AL    ,336212
MOR000001966,AL    ,4841
NED986382133,AL    ,48423
KS0000336891,AL    ,48412
MOD115825531,AL    ,56291
CAD004778742,AL    ,23799
MAD985286988,AL    ,562112
NJD080631369,AL    ,562211
NYD000708271,AL    ,56291
NYD986969947,AL    ,48423
VAD055043020,AL    ,48423
ALD982115180,AL    ,334613
ALR000052910,AL    ,812922
ALD983173766,AL    ,54185
ALD983184037,AL    ,326199
ALR000026575,AL    ,33281
AL0000006221,AL    ,532412
ALR000013524,AL    ,811192
ALD983178245,AL    ,811111
ALR000011221,AL    ,327124
ALD983177114,AL    ,333512
ALD983177114,AL    ,33271
ALD983166786,AL    ,81231
ALD980556120,AL    ,4841
ALR000011924,AL    ,811191
ALR000052407,AL    ,446110
ALR000053959,AL    ,236117
ALR000012179,AL    ,81149
ALD003397478,AL    ,331511
ALR000050542,AL    ,453998
ALD983185182,AL    ,811121
ALR000006056,AL    ,811111
ALR000005694,AL    ,811111
ALD982098303,AL    ,61131
ALD982142960,AL    ,331492
ALD981028301,AL    ,81232
AL5640090002,AL    ,221113
ALR000017541,AL    ,811191
ALD983179151,AL    ,45291
ALR000031179,AL    ,452311
ALR000014084,AL    ,324121
ALD982154494,AL    ,332812
ALD982124612,AL    ,336413
ALR000018473,AL    ,212312
ALR000044958,AL    ,811191
ALR000022004,AL    ,811111
ALD983169970,AL    ,811121
ALR000046607,AL    ,44412
AL0000879296,AL    ,81111
ALD982163297,AL    ,62211
ALR000034421,AL    ,811111
ALR000030775,AL    ,811111
ALD981024508,AL    ,92811
ALD983177858,AL    ,44111
ALR000012203,AL    ,49221
ALR000032250,AL    ,212312
ALR000044339,AL    ,32192
ALR000031112,AL    ,81232
ALD055154157,AL    ,335228
ALD981479504,AL    ,325612
ALD983185307,AL    ,62211
ALD982115842,AL    ,62211
ALR000025023,AL    ,11234
ALR000017897,AL    ,311611
ALD095700662,AL    ,333319
ALD038261632,AL    ,54133
ALD983179193,AL    ,488490
ALD000653097,AL    ,321113
ALD004004875,AL    ,337122
ALR000031633,AL    ,811111
ALD982134652,AL    ,484121
ALD982079451,AL    ,62211
ALD072100878,AL    ,33121
ALR000014183,AL    ,33111
ALR000052506,AL    ,44611
ALR000052738,AL    ,44611
ALR000052274,AL    ,44611
ALD983175829,AL    ,811111
ALD983168261,AL    ,337121
ALD983168261,AL    ,321918
ALR000023606,AL    ,45291
ALR000030163,AL    ,321918
ALR000018648,AL    ,81111
ALD982167678,AL    ,332813
ALD040663916,AL    ,323113
ALD982124547,AL    ,42181
ALD981919350,AL    ,324121
ALR000051938,AL    ,44611
ALR000048165,AL    ,42333
ALR000035824,AL    ,811191
ALR000016022,AL    ,332813
ALD983182981,AL    ,334418
ALR000023390,AL    ,22131
ALR000023390,AL    ,22121
ALR000032789,AL    ,811191
ALD980555908,AL    ,541712
ALD983166554,AL    ,81111
ALR000003988,AL    ,81112
ALD000615625,AL    ,56121
ALR000018580,AL    ,811118
ALR000019000,AL    ,811111
ALR000012658,AL    ,81111
ALR000010876,AL    ,49221
ALD983176603,AL    ,332812
ALR000017228,AL    ,811118
ALR000024414,AL    ,21112
ALR000022970,AL    ,811111
ALR000035311,AL    ,61111
ALR000051631,AL    ,44611
ALR000045682,AL    ,811111
ALR000031476,AL    ,811111
ALR000014498,AL    ,212312
ALR000020404,AL    ,221122
ALR000044685,AL    ,81111
ALD000652594,AL    ,321212
ALD097746572,AL    ,333515
ALR000049882,AL    ,562112
ALD983184383,AL    ,811198
ALR000028464,AL    ,311119
ALD983166497,AL    ,332722
ALD983173816,AL    ,811121
ALD983183161,AL    ,45211
ALR000049742,AL    ,32551
ALD983173303,AL    ,321114
ALR000005918,AL    ,32511
ALR000050740,AL    ,62211
ALD982173221,AL    ,44111
ALD983179656,AL    ,32311
ALD003326444,AL    ,321113
ALD983194119,AL    ,811121
ALR000008284,AL    ,333313
ALR000021550,AL    ,81111
ALR000038307,AL    ,81232
ALR000031823,AL    ,212321
ALD983173949,AL    ,332722
ALR000038067,AL    ,22111
AL0000194290,AL    ,44111
ALR000050971,AL    ,713990
ALR000032920,AL    ,441110
ALR000016501,AL    ,212313
ALR000005231,AL    ,333518
ALR000051805,AL    ,44611
ALD983193962,AL    ,811111
ALR000051862,AL    ,44611
ALD058226234,AL    ,811121
ALR000031575,AL    ,811191
ALD082148800,AL    ,221112
ALR000051854,AL    ,44611
ALR000022012,AL    ,811111
ALR000031989,AL    ,811111
ALD980540280,AL    ,48621
ALD000609867,AL    ,49319
ALD147862981,AL    ,332996
ALR000034553,AL    ,92612
ALD004009288,AL    ,337124
ALD983171463,AL    ,541211
ALR000032474,AL    ,452311
ALR000022723,AL    ,45299
ALR000046474,AL    ,484122
ALD021257753,AL    ,62211
ALR000050641,AL    ,453998
ALD008162950,AL    ,325188
ALD983169541,AL    ,32311
ALR000036731,AL    ,333414
ALR000023184,AL    ,811191
ALR000047704,AL    ,811191
ALD034058164,AL    ,811198
ALD000771949,AL    ,31111
ALR000025171,AL    ,48621
ALR000022905,AL    ,811191
ALR000024083,AL    ,49311
ALD983180050,AL    ,44112
ALR000035303,AL    ,61111
ALR000045286,AL    ,92119
ALR000053306,AL    ,562112
ALD005346432,AL    ,336419
ALR000053207,AL    ,23832
ALD982141426,AL    ,811121
ALR000007146,AL    ,81232
ALD186114674,AL    ,42449
ALD981478423,AL    ,325612
ALD004029666,AL    ,811111
ALD983192063,AL    ,81131
ALD983192063,AL    ,42382
ALR000022061,AL    ,811191
ALR000005157,AL    ,811112
ALR000012294,AL    ,49311
ALR000044578,AL    ,23832
ALD983168147,AL    ,488119
ALR000005132,AL    ,48851
ALD983173774,AL    ,213112
AL9570025917,AL    ,92811
ALR000045005,AL    ,339911
ALR000048355,AL    ,56291
ALD034025726,AL    ,811111
ALD983182155,AL    ,44131
ALR000014860,AL    ,324121
ALR000032425,AL    ,42361
AL3640090012,AL    ,561110
ALR000033738,AL    ,44411
ALR000000281,AL    ,811111
ALD981926991,AL    ,339999
ALR000008342,AL    ,337110
ALR000008821,AL    ,44112
ALD981754997,AL    ,811121
ALD047159124,AL    ,115112
ALD021254776,AL    ,81232
ALR000044750,AL    ,23731
ALR000005900,AL    ,81232
ALD982115123,AL    ,811121
ALD982115123,AL    ,811111
ALD063690903,AL    ,314121
ALR000030908,AL    ,32512
ALR000043216,AL    ,446110
ALR000011775,AL    ,44412
ALR000026336,AL    ,339999
ALR000008649,AL    ,42193
ALR000008813,AL    ,311615
ALR000011320,AL    ,81232
ALR000016741,AL    ,42271
ALR000016741,AL    ,42185
ALD077657427,AL    ,331511
ALN930617002,AL    ,811118
ALR000016279,AL    ,327331
ALR000004069,AL    ,33251
ALR000034611,AL    ,44111
ALD982138398,AL    ,212322
ALR000046581,AL    ,54162
ALR000039586,AL    ,81149
ALR000048595,AL    ,333618
ALR000012872,AL    ,811111
ALD983175118,AL    ,811111
ALR000007807,AL    ,42272
AL0000194530,AL    ,81111
ALR000008839,AL    ,334419
ALD983193970,AL    ,44131
ALD983183906,AL    ,811121
ALD982079683,AL    ,336413
ALD983176413,AL    ,4841
ALD004021721,AL    ,51111
ALD982170631,AL    ,811113
ALD981748668,AL    ,44112
ALR000024984,AL    ,44111
ALR000042804,AL    ,42469
ALD095705323,AL    ,493110
ALD149979825,AL    ,44131
ALR000001768,AL    ,44111
ALD000652479,AL    ,325998
ALD000652479,AL    ,32511
ALD983169889,AL    ,4471
AL0000890905,AL    ,812331
ALR000049452,AL    ,44412
ALD097751317,AL    ,336399
ALR000018697,AL    ,811191
ALR000005587,AL    ,42193
ALR000009639,AL    ,48411
ALR000044768,AL    ,23731
AL6640090001,AL    ,212111
AL6640090001,AL    ,2211
ALR000017400,AL    ,811118
ALR000043083,AL    ,332322
ALR000017780,AL    ,322212
ALR000018705,AL    ,81111
ALR000019133,AL    ,325998
ALR000045377,AL    ,811191
ALR000033126,AL    ,23411
ALR000011841,AL    ,337127
ALD055891337,AL    ,81111
ALR000044156,AL    ,81111
ALR000034223,AL    ,23731
ALR000016428,AL    ,331513
ALR000017244,AL    ,81111
AL0000105171,AL    ,54171
ALR000023945,AL    ,452311
ALR000017194,AL    ,811191
ALR000031294,AL    ,532412
ALR000037457,AL    ,81292
ALR000012823,AL    ,811113
ALR000022459,AL    ,811111
ALR000024968,AL    ,23411
AL9640090008,AL    ,81131
ALR000007070,AL    ,212399
ALD983191826,AL    ,332812
ALD982129637,AL    ,44111
ALR000001941,AL    ,811121
ALR000047217,AL    ,221112
ALR000040899,AL    ,62151
ALR000031369,AL    ,811191
ALD054561659,AL    ,42111
ALD051999480,AL    ,42271
ALD004010864,AL    ,2349
ALR000010959,AL    ,32551
ALR000043414,AL    ,452311
ALD054571278,AL    ,331222
ALR000046102,AL    ,42382
ALR000046540,AL    ,336611
ALD000770214,AL    ,4841
AL0000008383,AL    ,44413
ALD072614613,AL    ,811111
ALD130360944,AL    ,81232
ALD078959335,AL    ,337124
ALR000049940,AL    ,811111
ALD981860596,AL    ,44132
ALD031565765,AL    ,81232
ALR000017418,AL    ,811111
